"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","mpdci",,,,"User:","root"
"Cmdline:","dstat -c -C 1,2,3,4,5,6,7,total --output cpufile1",,,,"Date:","16 May 2016 16:34:40 UTC"

"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"total cpu usage",,,,,
"usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq"
0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,16.832,0.0,83.168,0.0,0.0,0.0,6.061,6.061,85.859,2.020,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,35.714,19.388,39.796,5.102,0.0,0.0,9.698,4.786,84.383,1.134,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.0,8.0,73.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,4.082,5.102,90.816,0.0,0.0,0.0,8.050,4.151,86.918,0.881,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.211,95.789,0.0,0.0,0.0,21.212,17.172,57.576,4.040,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,6.910,5.151,86.809,1.131,0.0,0.0
0.0,1.020,90.816,8.163,0.0,0.0,0.0,5.102,94.898,0.0,0.0,0.0,35.354,12.121,39.394,13.131,0.0,0.0,1.0,2.0,93.0,4.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.044,3.899,83.396,5.660,0.0,0.0
11.0,1.0,61.0,27.0,0.0,0.0,0.0,1.020,98.980,0.0,0.0,0.0,49.505,19.802,0.990,29.703,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,7.895,3.133,78.822,10.150,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,61.616,31.313,0.0,7.071,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.799,4.403,86.792,1.006,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.950,95.050,0.0,0.0,0.0,25.253,8.081,65.657,1.010,0.0,0.0,1.0,5.0,94.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.179,4.786,86.776,1.259,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,45.455,14.141,36.364,4.040,0.0,0.0,0.0,4.040,95.960,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,8.657,3.764,86.826,0.753,0.0,0.0
11.224,3.061,83.673,2.041,0.0,0.0,1.0,4.0,95.0,0.0,0.0,0.0,19.388,11.224,67.347,2.041,0.0,0.0,0.0,8.911,88.119,2.970,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.911,0.990,89.109,0.990,0.0,0.0,10.025,5.514,83.208,1.253,0.0,0.0
0.0,0.0,35.354,64.646,0.0,0.0,0.0,0.0,89.899,10.101,0.0,0.0,20.408,10.204,2.041,67.347,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.0,0.0,41.0,58.0,0.0,0.0,2.638,1.759,63.945,31.533,0.0,0.126
0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,52.0,20.0,21.0,7.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,10.101,7.071,79.798,3.030,0.0,0.0,7.915,4.397,86.432,1.256,0.0,0.0
0.0,4.040,95.960,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.500,14.583,41.667,6.250,0.0,0.0,1.0,5.0,94.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,23.0,11.0,60.0,6.0,0.0,0.0,7.547,4.403,86.415,1.635,0.0,0.0
11.111,0.0,88.889,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.449,9.184,65.306,3.061,0.0,0.0,0.0,4.040,95.960,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.102,94.898,0.0,0.0,0.0,31.373,25.490,36.275,6.863,0.0,0.0,8.145,5.514,84.712,1.253,0.0,0.376
0.0,14.0,59.0,27.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.040,0.0,95.960,0.0,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.990,4.950,94.059,0.0,0.0,0.0,52.525,1.010,46.465,0.0,0.0,0.0,7.143,3.008,83.459,6.391,0.0,0.0
1.031,25.773,67.010,6.186,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,91.837,8.163,0.0,0.0,10.204,30.612,59.184,0.0,0.0,0.0,0.0,2.0,96.0,2.0,0.0,0.0,1.020,2.041,95.918,1.020,0.0,0.0,2.0,2.0,96.0,0.0,0.0,0.0,1.772,8.354,83.797,6.076,0.0,0.0
0.0,15.789,40.0,44.211,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.961,0.0,98.039,0.0,0.0,0.0,1.020,4.082,4.082,90.816,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.502,3.137,75.408,20.828,0.0,0.125
5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,1.010,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.884,0.126,72.990,25.0,0.0,0.0
0.0,1.980,97.030,0.990,0.0,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,2.970,44.554,52.475,0.0,0.0,0.0,0.0,80.808,19.192,0.0,0.0,0.0,1.980,97.030,0.990,0.0,0.0,0.0,17.0,82.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.995,77.403,18.602,0.0,0.0
2.020,1.010,93.939,3.030,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9.0,23.0,65.0,3.0,0.0,0.0,16.832,3.960,53.465,25.743,0.0,0.0,1.020,2.041,95.918,1.020,0.0,0.0,1.980,2.970,94.059,0.990,0.0,0.0,0.0,1.010,94.949,4.040,0.0,0.0,4.271,5.276,85.553,4.774,0.0,0.126
0.0,1.020,93.878,5.102,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,20.0,5.0,70.0,5.0,0.0,0.0,1.980,0.990,97.030,0.0,0.0,0.0,16.327,11.224,68.367,4.082,0.0,0.0,36.082,4.124,59.794,0.0,0.0,0.0,9.572,3.023,85.264,2.141,0.0,0.0
0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.896,0.125,82.979,0.0,0.0,0.0
1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,40.594,0.990,58.416,0.0,0.0,0.0,13.0,0.250,86.625,0.0,0.0,0.125
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.484,0.375,87.141,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.625,0.0,87.375,0.0,0.0,0.0
3.030,2.020,73.737,21.212,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,2.0,90.0,0.0,0.0,0.0,41.414,3.030,32.323,23.232,0.0,0.0,1.010,1.010,92.929,5.051,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.156,1.506,83.814,6.524,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.031,87.629,10.309,0.0,0.0,1.031,20.202,5.051,74.747,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,3.960,12.871,6.931,76.238,0.0,0.0,3.287,13.780,73.325,9.608,0.0,0.0
0.0,1.020,96.939,2.041,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,9.0,63.0,27.0,0.0,0.0,1.0,36.0,46.0,17.0,0.0,0.0,0.0,24.742,64.948,9.278,0.0,1.031,0.0,2.0,98.0,0.0,0.0,0.0,0.0,16.162,47.475,36.364,0.0,0.0,0.377,11.181,76.759,11.558,0.0,0.126
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,2.020,96.970,0.0,0.0,0.0,1.0,96.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.251,12.782,74.561,12.406,0.0,0.0
1.0,0.0,96.0,3.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.990,91.089,7.921,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,1.0,1.0,95.0,3.0,0.0,0.0,1.248,0.250,96.754,1.748,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.125,0.0,99.875,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.125,0.125,99.750,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.005,0.125,97.870,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.876,0.125,98.999,0.0,0.0,0.0
0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.125,0.250,99.374,0.250,0.0,0.0
0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.500,0.375,99.125,0.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.125,99.875,0.0,0.0,0.0
